"variable","year","Q1","median","Q3"
"log_F_devs",1961,-1.06467793009138,-0.826522425320332,-0.605767395116025
"log_F_devs.1",1962,0.240537234939902,0.470785404023091,0.702630768584106
"log_F_devs.2",1963,0.881845141391581,1.1275152000887,1.35962359657277
"log_F_devs.3",1964,1.50502701289526,1.73463136861568,1.97010456459547
"log_F_devs.4",1965,2.03053762288379,2.25765268354398,2.47944752371138
"log_F_devs.5",1966,1.63519901312923,1.86791288097369,2.08612217349223
"log_F_devs.6",1967,1.27787286516324,1.49833166726793,1.71542782977325
"log_F_devs.7",1968,1.24959607791709,1.47454946893059,1.691114613174
"log_F_devs.8",1969,1.05953807541612,1.28557088289686,1.50269010418816
"log_F_devs.9",1970,0.623275191974458,0.861257123728466,1.08780469498653
"log_F_devs.10",1971,1.21769844480098,1.44339111693763,1.6647665026615
"log_F_devs.11",1972,1.31420793124707,1.5462185463361,1.75672339790947
"log_F_devs.12",1973,1.11149738812591,1.33273779640933,1.55228917195025
"log_F_devs.13",1974,1.15898022372439,1.38108395571106,1.59125774602015
"log_F_devs.14",1975,1.34423613287915,1.57023439126345,1.78359042186159
"log_F_devs.15",1976,1.47647012729711,1.69955210245473,1.92386264218104
"log_F_devs.16",1977,1.04760206549021,1.27293734551162,1.50094081722226
"log_F_devs.17",1978,0.109466498319307,0.336048571173469,0.568916530092059
"log_F_devs.18",1979,0.142505367898228,0.374792085627182,0.600516560998458
"log_F_devs.19",1980,0.418680288796082,0.658078589120815,0.878084896828787
"log_F_devs.20",1981,0.430942475918289,0.659595498411731,0.884660622827294
"log_F_devs.21",1982,-0.23861505994519,-0.00250530620287481,0.212610419570028
"log_F_devs.22",1983,-0.936451224962358,-0.711338907823303,-0.488745588063972
"log_F_devs.23",1984,-1.03050282705041,-0.806371874835551,-0.598329041032435
"log_F_devs.24",1985,-2.34715523120696,-2.12191553236156,-1.92048789157335
"log_F_devs.25",1986,-1.4092910453137,-1.19988938085417,-0.989931507687169
"log_F_devs.26",1987,-0.752323099625028,-0.540129428865919,-0.335952749226058
"log_F_devs.27",1988,-0.159880003508621,0.0589303833462455,0.269777964949634
"log_F_devs.28",1989,0.14241278070891,0.360543372025359,0.559724953302678
"log_F_devs.29",1990,0.213474272027685,0.422172072405701,0.633168130731945
"log_F_devs.30",1991,-0.571669971670216,-0.350406564325479,-0.150329956503217
"log_F_devs.31",1992,-0.700125490062466,-0.488627436913644,-0.278116883327291
"log_F_devs.32",1993,-2.00722575819607,-1.79611164615483,-1.59707835718191
"log_F_devs.33",1994,-2.28843389853176,-2.07647531240579,-1.87029326938509
"log_F_devs.34",1995,-1.28185473689208,-1.07268419914317,-0.867747256234187
"log_F_devs.35",1996,-0.813056240719955,-0.602421765288905,-0.396465099392336
"log_F_devs.36",1997,-0.75306033605668,-0.544352688633906,-0.34244889397809
"log_F_devs.37",1998,-0.869288340116531,-0.654583338851044,-0.443828705393164
"log_F_devs.38",1999,-0.717785059181423,-0.507635970292081,-0.302299799453176
"log_F_devs.39",2000,-0.743415739356079,-0.539476809340401,-0.339713043495127
"log_F_devs.40",2001,-0.678714728087193,-0.473860848787338,-0.265519101814702
"log_F_devs.41",2002,-0.604702465412418,-0.393531056212686,-0.187149134606968
"log_F_devs.42",2003,-0.702620767158828,-0.49528253986995,-0.279507477579992
"log_F_devs.43",2004,-0.654924531919484,-0.452767636601927,-0.239491981383297
"log_F_devs.44",2005,-0.745847217826568,-0.542579632618438,-0.324373263275344
"log_F_devs.45",2006,-0.613098680399523,-0.403315958560523,-0.191540842394697
"log_F_devs.46",2007,-0.851308472726157,-0.632771103985702,-0.438886586231445
"log_F_devs.47",2008,-0.936153435501142,-0.731869802009777,-0.519636582792504
"log_F_devs.48",2009,-0.953157983377852,-0.747128062601824,-0.543108107791611
"log_F_devs.49",2010,-0.81794871836394,-0.605320383441085,-0.390804055172219
"log_F_devs.50",2011,-0.947093723803801,-0.733602575374645,-0.524879884233978
"log_F_devs.51",2012,-0.926040288219482,-0.719381716628245,-0.514283407541783
"log_F_devs.52",2013,-1.07135995436026,-0.865828415554481,-0.661195520206175
"log_F_devs.53",2014,-0.804807036323446,-0.594804522149473,-0.389368202180576
"log_F_devs.54",2015,-0.763522141752923,-0.560803300566078,-0.350179944716853
"log_F_devs.55",2016,-0.56908794465592,-0.366854633511208,-0.160721806950655
"log_F_devs.56",2017,-0.535880505523511,-0.334070758184563,-0.121629672313252
"log_F_devs.57",2018,-0.507393619281733,-0.294458567088449,-0.0833988180035985
"log_F_devs.58",2019,-0.463168597280743,-0.254700666850394,-0.0474817851445674
"log_F_devs.59",2020,-0.475768308072807,-0.260177216176956,-0.0524155947949958
"log_F_devs.60",2021,-0.315224629553972,-0.102569019758239,0.111856936267938
"log_F_devs.61",2022,-0.265341735387691,-0.0566629731257562,0.152534218750492
"log_F_devs.62",2023,-0.220172544415127,-0.00767433994238776,0.210649586585029
"log_rec_dev",1935,-0.747759423095508,-0.29482946978622,0.156222301810907
"log_rec_dev.1",1936,-0.763644092287657,-0.320846053135575,0.113521142681264
"log_rec_dev.2",1937,-0.801636253060432,-0.33110576764295,0.112773054325625
"log_rec_dev.3",1938,-0.814878323477634,-0.369371004362089,0.0770187019596085
"log_rec_dev.4",1939,-0.817286662716526,-0.350635265368172,0.0748190490347902
"log_rec_dev.5",1940,-0.835034680678711,-0.38871701656016,0.0476754509034309
"log_rec_dev.6",1941,-0.840131576596873,-0.397513422598784,0.0230690146227994
"log_rec_dev.7",1942,-0.850919363337547,-0.416368126348085,0.0220372547582794
"log_rec_dev.8",1943,-0.860694125012458,-0.423482972398244,0.0161806535888522
"log_rec_dev.9",1944,-0.866825767103754,-0.429989532202835,-0.0187999806833994
"log_rec_dev.10",1945,-0.878090664233028,-0.437320722435797,0.00122844155714041
"log_rec_dev.11",1946,-0.872163233627316,-0.447055970192608,-0.0410829194679207
"log_rec_dev.12",1947,-0.870107127955626,-0.426625988711442,-0.0030002530314146
"log_rec_dev.13",1948,-0.85830439751409,-0.422840599081804,0.000952121317863598
"log_rec_dev.14",1949,-0.817904403123427,-0.37308674340704,0.0539071836237346
"log_rec_dev.15",1950,-0.796055022411195,-0.348541491737306,0.0843643638359457
"log_rec_dev.16",1951,-0.771863820256727,-0.305943978436228,0.140192380082794
"log_rec_dev.17",1952,-0.672193215463677,-0.224538134623279,0.226990520070399
"log_rec_dev.18",1953,-0.573909558110635,-0.119351832892816,0.364558573566592
"log_rec_dev.19",1954,-0.501897848705496,0.0366020288132392,0.54251579620461
"log_rec_dev.20",1955,-0.338931067915117,0.220058331277848,0.781225894638983
"log_rec_dev.21",1956,-0.136288556174769,0.568794850844316,1.37462415606541
"log_rec_dev.22",1957,0.696270029096253,2.13777855414498,2.83863285875718
"log_rec_dev.23",1958,0.209681424960811,1.26821538059361,2.55944127789238
"log_rec_dev.24",1959,-0.00620152399610907,0.800997501857914,2.10604602395312
"log_rec_dev.25",1960,2.08340206772134,2.73914637856691,2.9999010102649
"log_rec_dev.26",1961,0.0295908388363633,0.744569617338176,1.61321771720624
"log_rec_dev.27",1962,-0.192065705438138,0.389129413894284,0.92679274722707
"log_rec_dev.28",1963,0.0540774575405623,0.596797285227243,1.04824692876192
"log_rec_dev.29",1964,-0.0731950001307564,0.463410405687947,0.894824478361196
"log_rec_dev.30",1965,0.0247930742936653,0.590197694758632,1.05341023152175
"log_rec_dev.31",1966,0.593453615529851,1.09628604713319,1.44786060689602
"log_rec_dev.32",1967,0.0975465875992607,0.619184492113763,1.03293086053043
"log_rec_dev.33",1968,-0.442209183730432,0.0482368783444285,0.428145574437488
"log_rec_dev.34",1969,-0.700213218671726,-0.281186445456851,0.107543904103916
"log_rec_dev.35",1970,-0.666140199085499,-0.262899119278879,0.0823233674473691
"log_rec_dev.36",1971,-0.820936437141902,-0.435889241244951,-0.104176433653959
"log_rec_dev.37",1972,-1.09537595281273,-0.724707667087241,-0.376364245023801
"log_rec_dev.38",1973,-1.24877035106499,-0.870751083106049,-0.516239183777146
"log_rec_dev.39",1974,-1.32135648290852,-0.942999264655895,-0.602676919103701
"log_rec_dev.40",1975,-1.38730476045444,-1.02267216539876,-0.689042201280929
"log_rec_dev.41",1976,-1.38705810837094,-1.03397601263488,-0.683513693312834
"log_rec_dev.42",1977,-1.24784861114481,-0.86332931969451,-0.521219957535295
"log_rec_dev.43",1978,-0.755260133396394,-0.413481433258029,-0.101400755446279
"log_rec_dev.44",1979,-1.02775057411339,-0.660568588747006,-0.319915753174066
"log_rec_dev.45",1980,-1.14941116987808,-0.784152477664319,-0.457753890614307
"log_rec_dev.46",1981,-1.09610869167117,-0.744337196676776,-0.435832160678399
"log_rec_dev.47",1982,-0.82840878941038,-0.490299405285472,-0.197902464630497
"log_rec_dev.48",1983,-0.800522783404718,-0.460586683204083,-0.163573850646147
"log_rec_dev.49",1984,-0.709275808722518,-0.383160315918588,-0.0788055889312375
"log_rec_dev.50",1985,-0.301712986284773,-0.00084962090502927,0.252845133961033
"log_rec_dev.51",1986,0.180253494853978,0.422792634125787,0.638818815550453
"log_rec_dev.52",1987,0.0285007821627943,0.304899503058529,0.55583497555858
"log_rec_dev.53",1988,0.567270172379711,0.78403940618298,0.970536451867427
"log_rec_dev.54",1989,0.280267688968348,0.52921570333898,0.750126062670183
"log_rec_dev.55",1990,0.0228629431087013,0.281267601585848,0.516281479748348
"log_rec_dev.56",1991,-0.713209602676608,-0.370953806113259,-0.067987745291493
"log_rec_dev.57",1992,-0.494417697860062,-0.204144237181938,0.0476709913220095
"log_rec_dev.58",1993,-0.489702683442899,-0.190686427757087,0.0572477204783093
"log_rec_dev.59",1994,-0.317141149756039,-0.0328751133717465,0.208239865276493
"log_rec_dev.60",1995,-0.609719228163304,-0.275577104984305,0.00951586507874147
"log_rec_dev.61",1996,0.396722234030967,0.617362024212611,0.809549328424022
"log_rec_dev.62",1997,0.4426634978791,0.667390473078096,0.88819588121695
"log_rec_dev.63",1998,-0.183763780737896,0.150143381155084,0.431396706929504
"log_rec_dev.64",1999,0.080191548928771,0.375269495844597,0.630013910330847
"log_rec_dev.65",2000,0.93916603347407,1.13015784631658,1.31115708784705
"log_rec_dev.66",2001,0.254132114621145,0.572611321994972,0.846108630900495
"log_rec_dev.67",2002,0.891914489754053,1.09890483956685,1.2835979199119
"log_rec_dev.68",2003,0.0652244242468844,0.402947062047454,0.691352829766634
"log_rec_dev.69",2004,0.639537596221935,0.866507668663263,1.06260949414984
"log_rec_dev.70",2005,-0.523684692163869,-0.126268935581415,0.215397841131246
"log_rec_dev.71",2006,0.160587541262954,0.444041991209896,0.681361385036599
"log_rec_dev.72",2007,-0.300681008583947,0.0747466049851013,0.386361487188799
"log_rec_dev.73",2008,0.700704220645543,0.929751875417932,1.12886045530201
"log_rec_dev.74",2009,0.212504712850391,0.534323020117833,0.817238669917291
"log_rec_dev.75",2010,0.845642454214036,1.06324743323913,1.27166909029967
"log_rec_dev.76",2011,-0.440750435463676,-0.0142748303037533,0.339907059725594
"log_rec_dev.77",2012,0.597153493861556,0.841177298284332,1.06648771459529
"log_rec_dev.78",2013,-0.600889537478712,-0.18664071562381,0.17562487939163
"log_rec_dev.79",2014,0.522738457740446,0.814510816617936,1.06655849061529
"log_rec_dev.80",2015,0.0335308619890347,0.399011920301847,0.731651663028366
"log_rec_dev.81",2016,-0.02969368976937,0.338148581211404,0.651714059845025
"log_rec_dev.82",2017,-0.720877186523856,-0.292556979507575,0.0998546232235742
"log_rec_dev.83",2018,0.499015994192433,0.838712992633313,1.1417650543578
"log_rec_dev.84",2019,-0.0698036375468827,0.366424721137016,0.766028845493985
"log_rec_dev.85",2020,-0.602327183580671,-0.13756033913301,0.326153656110994
"log_rec_dev.86",2021,-0.640815382452269,-0.176194600386294,0.28747068912388
"log_rec_dev.87",2022,-0.485067317007215,0.0277075776106343,0.54423601862983
"log_rec_dev.88",2023,-0.514206425019367,-0.00299790988199255,0.534126869990086
